Index,DT,Energy,Month,DayOfWeek,BankHols,RetailHols,Trend2010,AvgDB,LagDB,Lag2DB,AvgClouds,AvgWind
1082,12/19/19,352.43,12.00,4.00,0.00,0.00,9.97,28.84,36.50,45.87,0.17,4.74
1083,12/20/19,340.89,12.00,5.00,0.00,0.00,9.97,32.79,28.84,36.50,0.95,4.11
1084,12/21/19,323.79,12.00,6.00,0.00,0.00,9.97,33.27,32.79,28.84,2.30,1.79
1085,12/22/19,311.89,12.00,7.00,0.00,0.00,9.98,35.44,33.27,32.79,2.05,0.85
1086,12/23/19,296.29,12.00,1.00,0.00,0.00,9.98,42.12,35.44,33.27,4.02,1.26
1087,12/24/19,272.60,12.00,2.00,0.00,0.00,9.98,43.41,42.12,35.44,1.60,4.69
1088,12/25/19,272.45,12.00,3.00,0.00,1.00,9.98,39.38,43.41,42.12,1.65,2.23
1089,12/26/19,279.14,12.00,4.00,0.00,0.00,9.99,43.47,39.38,43.41,1.83,1.71
1090,12/27/19,262.49,12.00,5.00,0.00,0.00,9.99,47.83,43.47,39.38,3.76,2.08
1091,12/28/19,238.96,12.00,6.00,0.00,0.00,9.99,51.19,47.83,43.47,1.86,1.76
1092,12/29/19,240.27,12.00,7.00,0.00,0.00,9.99,53.24,51.19,47.83,7.78,3.33
1093,12/30/19,235.10,12.00,1.00,0.00,0.00,10.00,62.12,53.24,51.19,3.87,9.17
1094,12/31/19,249.39,12.00,2.00,0.00,0.00,10.00,46.98,62.12,53.24,3.45,6.15
